user_id,song_id,title,rating
user_64,147,Yêu Người Có Ước Mơ,1
user_91,164,Để Anh Một Mình,1
user_44,8,Anh Vẫn OK,1
user_171,57,Lạc Vào Trong Mơ,2
user_11,141,Wrong Times,4
user_265,76,Tell The Kids I Love Them,4
user_275,158,Ông Bà Anh,3
user_194,126,Tình Cờ Tôi Thích Em,5
user_294,79,Như Anh Mơ,2
user_20,71,Nghe Bài Này Đi Em,2
user_139,53,Xứng Đôi Cưới Thôi,2
user_179,126,Tình Cờ Tôi Thích Em,2
user_89,129,Tết Đong Đầy,4
user_257,131,Từng Quen,4
user_81,150,Có Hẹn Với Thanh Xuân,3
user_143,41,Phố Đã Lên Đèn,5
user_73,8,Anh Vẫn OK,2
user_83,66,Miên Man,3
user_61,64,Muốn Quên Được Em,2
user_266,90,Nhắn Nhủ,4
user_235,129,Tết Đong Đầy,2
user_209,15,Bỏ Em Vào Balo,3
user_160,15,Bỏ Em Vào Balo,4
user_260,143,Xin Lỗi Vì Đã Yêu Nhau,4
user_226,105,Sóng,3
user_201,133,Va Vào Giai Điệu Này,1
user_127,27,Một Nhà,4
user_235,13,Bông Hoa Chẳng Thuộc Về Ta,2
user_26,89,Lan Man,1
user_298,67,Mùa Luyến Lưu,1
user_234,81,Phố Cũ Còn Anh,3
user_65,121,Tâm Sự Tuổi 30,5
user_217,114,Thất Tình,3
user_282,68,Mơ,1
user_120,68,Mơ,4
user_193,81,Phố Cũ Còn Anh,3
user_21,15,Bỏ Em Vào Balo,1
user_11,74,Nếu Biết Đó Là Lần Cuối,4
user_215,71,Nghe Bài Này Đi Em,2
user_274,160,Đâu Ai Dám Hứa,3
user_79,114,Thất Tình,3
user_14,48,Cứ Chill Thôi,4
user_199,70,Những Lời Hứa Bỏ Quên,2
user_249,151,Em Làm Gì Mùa Dịch,1
user_12,135,3107-3,5
user_279,116,Thắc Mắc,2
user_263,152,Đắm Tình,1
user_154,134,3107,1
user_14,42,Lưu Số Em Đi,3
user_266,139,Thích Em Hơi Nhiều,2
user_189,161,Đêm Trăng Tình Yêu,3
user_208,141,Wrong Times,3
user_184,54,Làm Người Yêu Anh Nhé Baby,4
user_138,124,Tình Yêu Ngủ Quên,5
user_66,158,Ông Bà Anh,5
user_105,105,Sóng,1
user_197,140,Biết Iu 1 Người,2
user_20,151,Em Làm Gì Mùa Dịch,1
user_242,9,Anh Đã Từ Bỏ Rồi Đấy,4
user_134,51,Liệu Giờ,1
user_275,125,Tình Ca Tình Ta,5
user_177,133,Va Vào Giai Điệu Này,1
user_7,106,Chúng Ta Của Hiện Tại,4
user_137,40,Lần Hẹn Hò Đầu Tiên,5
user_262,89,Lan Man,4
user_294,108,Thằng Điên,4
user_298,158,Ông Bà Anh,1
user_143,160,Đâu Ai Dám Hứa,1
user_271,152,Đắm Tình,4
user_174,153,Nếu Ngày Ấy,4
user_31,95,Rượu Tình,4
user_292,142,Xe Đạp,2
user_57,83,Bông Hoa Đẹp Nhất,3
user_238,119,Váy Cưới,4
user_241,46,Hẹn Em Ở Lần Yêu Thứ 2,3
user_210,95,Rượu Tình,4
user_264,144,Yêu Không Cần Hứa,3
user_261,7,Anh Thương Em Nhất Mà,2
user_174,107,Thiên Thần Tình Yêu,3
user_241,30,Dừng Thương,5
user_265,40,Lần Hẹn Hò Đầu Tiên,1
user_55,147,Yêu Người Có Ước Mơ,2
user_99,68,Mơ,5
user_94,93,Khi Mà,3
user_7,146,Yêu Người Như Anh,1
user_208,116,Thắc Mắc,2
user_117,63,Muốn Nói Với Em,1
user_69,143,Xin Lỗi Vì Đã Yêu Nhau,1
user_113,139,Thích Em Hơi Nhiều,2
user_247,139,Thích Em Hơi Nhiều,3
user_244,108,Thằng Điên,1
user_194,106,Chúng Ta Của Hiện Tại,4
user_42,23,Có Ai Hẹn Hò Cùng Em Chưa,1
user_190,142,Xe Đạp,4
user_227,37,Ghé Qua,5
user_77,32,Em Còn Nhớ Anh Không,2
user_123,140,Biết Iu 1 Người,3
user_45,75,Cho Ba Mẹ,5
user_123,82,Querry,2
user_104,112,Thêm Bao Nhiêu Lâu,4
user_125,153,Nếu Ngày Ấy,1
user_274,163,Đếm Ngày Xa Em,4
user_20,125,Tình Ca Tình Ta,4
user_281,95,Rượu Tình,2
user_3,77,Your Smile,5
user_86,77,Your Smile,5
user_154,68,Mơ,2
user_33,87,Rồi Một Ngày,3
user_250,82,Querry,3
user_182,87,Rồi Một Ngày,2
user_168,55,Lưu Luyến Sau Chia Tay,1
user_8,80,Proud,1
user_41,22,Crying Over You,5
user_143,12,Tết Này Con Sẽ Về,2
user_292,149,Chuyện Chúng Ta Sau Này,3
user_185,141,Wrong Times,2
user_141,48,Cứ Chill Thôi,1
user_157,12,Tết Này Con Sẽ Về,3
user_102,124,Tình Yêu Ngủ Quên,1
user_291,24,Cô Gái Này Là Của Ai,4
user_118,84,Quá Lâu,5
user_80,16,Cháu Xin Lỗi Chú,2
user_194,73,Như Anh Đã Thấy Em,3
user_145,143,Xin Lỗi Vì Đã Yêu Nhau,2
user_235,58,Lấy Chồng Sớm Làm Gì,1
user_46,33,Em Là Hoàng Hôn,5
user_8,7,Anh Thương Em Nhất Mà,4
user_137,84,Quá Lâu,2
user_131,59,Lệ Lưu Ly,3
user_44,128,Tương Tư,2
user_254,44,Hông Về Tình Yêu,3
user_241,68,Mơ,1
user_264,1,1 Phút,4
user_35,145,Yêu Nhiều Ghen Nhiều,2
user_112,163,Đếm Ngày Xa Em,4
user_120,18,Chuyện Đôi Ta,5
user_103,109,Mai Mình Xa,1
user_259,24,Cô Gái Này Là Của Ai,4
user_149,81,Phố Cũ Còn Anh,3
user_176,136,3107-4,5
user_231,109,Mai Mình Xa,1
user_213,51,Liệu Giờ,3
user_39,46,Hẹn Em Ở Lần Yêu Thứ 2,1
user_220,157,Ánh Sao Và Bầu Trời,3
user_79,3,Anh Sẽ Đón Em,2
user_195,4,Anh Thề Đấy,2
user_70,27,Một Nhà,1
user_98,144,Yêu Không Cần Hứa,4
user_286,6,Anh Mệt Rồi,3
user_288,117,Ba,1
user_82,57,Lạc Vào Trong Mơ,4
user_163,8,Anh Vẫn OK,1
user_18,81,Phố Cũ Còn Anh,1
user_156,159,Đúng Người Đúng Thời Điểm,3
user_18,133,Va Vào Giai Điệu Này,1
user_58,157,Ánh Sao Và Bầu Trời,1
user_28,36,Forget Me Now,5
user_85,25,Cô Gái M52,5
user_127,19,Chẳng Còn Thời Gian Ấy,1
user_1,30,Dừng Thương,4
user_58,165,Độc Thân Không Phải Là Ế,2
user_200,155,Tình Yêu Chậm Trễ,4
user_189,57,Lạc Vào Trong Mơ,3
user_31,87,Rồi Một Ngày,3
user_8,69,Mắt Nice Cha Cha Tune,5
user_11,3,Anh Sẽ Đón Em,5
user_98,45,Hẹn Em Kiếp Sau,1
user_207,114,Thất Tình,4
user_259,59,Lệ Lưu Ly,5
user_137,50,Kém Duyên,4
user_30,95,Rượu Tình,4
user_69,94,Người Em Cố Đô,2
user_46,43,Hãy Nói Đi,3
user_35,70,Những Lời Hứa Bỏ Quên,4
user_281,19,Chẳng Còn Thời Gian Ấy,2
user_172,29,Dù Cho Mai Về Sau,1
user_189,74,Nếu Biết Đó Là Lần Cuối,2
user_267,19,Chẳng Còn Thời Gian Ấy,4
user_35,109,Mai Mình Xa,4
user_249,16,Cháu Xin Lỗi Chú,2
user_254,4,Anh Thề Đấy,3
user_148,160,Đâu Ai Dám Hứa,1
user_164,78,10 Ngàn Năm,2
user_266,149,Chuyện Chúng Ta Sau Này,4
user_290,24,Cô Gái Này Là Của Ai,2
user_218,22,Crying Over You,2
user_91,26,Người Có Thương,2
user_138,126,Tình Cờ Tôi Thích Em,1
user_121,20,Chờ Đợi Có Đáng Sợ,1
user_296,18,Chuyện Đôi Ta,4
user_201,87,Rồi Một Ngày,1
user_172,52,Em Của Anh Đừng Của Ai,4
user_48,64,Muốn Quên Được Em,2
user_184,41,Phố Đã Lên Đèn,2
user_244,141,Wrong Times,1
user_89,80,Proud,2
user_208,143,Xin Lỗi Vì Đã Yêu Nhau,5
user_260,23,Có Ai Hẹn Hò Cùng Em Chưa,3
user_264,164,Để Anh Một Mình,4
user_19,155,Tình Yêu Chậm Trễ,5
user_121,107,Thiên Thần Tình Yêu,1
user_292,85,Chịu Cách Mình Nói Thua,3
user_300,151,Em Làm Gì Mùa Dịch,3
user_113,48,Cứ Chill Thôi,3
user_257,57,Lạc Vào Trong Mơ,5
user_172,18,Chuyện Đôi Ta,1
user_192,80,Proud,3
user_102,105,Sóng,4
user_289,136,3107-4,2
user_168,42,Lưu Số Em Đi,5
user_147,147,Yêu Người Có Ước Mơ,5
user_1,12,Tết Này Con Sẽ Về,2
user_270,136,3107-4,4
user_43,67,Mùa Luyến Lưu,5
user_247,68,Mơ,1
user_204,103,Suy Nghĩ Trong Anh,3
user_236,102,Simple Love,5
user_229,146,Yêu Người Như Anh,1
user_186,32,Em Còn Nhớ Anh Không,2
user_24,159,Đúng Người Đúng Thời Điểm,1
user_230,164,Để Anh Một Mình,4
user_149,107,Thiên Thần Tình Yêu,5
user_75,3,Anh Sẽ Đón Em,1
user_223,18,Chuyện Đôi Ta,1
user_297,131,Từng Quen,4
user_252,145,Yêu Nhiều Ghen Nhiều,1
user_114,88,Anh Chỉ Muốn,4
user_112,31,Em Không Quay Về,3
user_81,72,Ngủ Sớm Đi Em,5
user_282,6,Anh Mệt Rồi,4
user_249,4,Anh Thề Đấy,2
user_4,124,Tình Yêu Ngủ Quên,4
user_99,135,3107-3,3
user_294,10,Ba Kể Con Nghe,5
user_157,127,Già Cùng Nhau Là Được,5
user_240,93,Khi Mà,3
user_281,133,Va Vào Giai Điệu Này,3
user_51,62,Mưa Cứ Rơi,2
user_252,65,Muốn Được Cùng Em,5
user_79,58,Lấy Chồng Sớm Làm Gì,4
user_14,149,Chuyện Chúng Ta Sau Này,2
user_254,83,Bông Hoa Đẹp Nhất,5
user_172,38,Không Thể Say,5
user_125,115,Nghe Em,3
user_234,150,Có Hẹn Với Thanh Xuân,4
user_92,159,Đúng Người Đúng Thời Điểm,2
user_259,87,Rồi Một Ngày,4
user_100,95,Rượu Tình,3
user_162,54,Làm Người Yêu Anh Nhé Baby,3
user_254,103,Suy Nghĩ Trong Anh,2
user_269,132,Internet Love,2
user_144,120,Trước Khi Em Tồn Tại,2
user_161,81,Phố Cũ Còn Anh,5
user_50,62,Mưa Cứ Rơi,2
user_201,134,3107,1
user_197,97,Em Thích,1
user_205,59,Lệ Lưu Ly,4
user_88,164,Để Anh Một Mình,3
user_35,8,Anh Vẫn OK,3
user_194,85,Chịu Cách Mình Nói Thua,5
user_94,89,Lan Man,4
user_76,124,Tình Yêu Ngủ Quên,4
user_14,68,Mơ,3
user_41,19,Chẳng Còn Thời Gian Ấy,2
user_201,95,Rượu Tình,2
user_234,46,Hẹn Em Ở Lần Yêu Thứ 2,4
user_81,120,Trước Khi Em Tồn Tại,4
user_18,162,Tình Cờ Yêu Em,5
user_275,57,Lạc Vào Trong Mơ,4
user_238,73,Như Anh Đã Thấy Em,4
user_21,17,Con Trai Cưng,1
user_39,69,Mắt Nice Cha Cha Tune,5
user_4,83,Bông Hoa Đẹp Nhất,3
user_221,87,Rồi Một Ngày,2
user_114,98,Iu Là Đây,5
user_101,82,Querry,1
user_188,57,Lạc Vào Trong Mơ,2
user_28,48,Cứ Chill Thôi,2
user_279,31,Em Không Quay Về,1
user_300,71,Nghe Bài Này Đi Em,2
user_245,98,Iu Là Đây,5
user_41,20,Chờ Đợi Có Đáng Sợ,4
user_178,16,Cháu Xin Lỗi Chú,1
user_229,128,Tương Tư,1
user_172,115,Nghe Em,5
user_39,20,Chờ Đợi Có Đáng Sợ,1
user_264,36,Forget Me Now,4
user_68,122,Tình Ka Ngọt Ngào,5
user_159,104,Ngồi Nhìn Em Khóc,4
user_197,34,Em Là Nhất,2
user_52,140,Biết Iu 1 Người,1
user_175,60,Lỡ Say Bye Là Bye,3
user_141,145,Yêu Nhiều Ghen Nhiều,5
user_103,129,Tết Đong Đầy,3
user_154,12,Tết Này Con Sẽ Về,3
user_122,56,Lạ Lùng,4
user_148,29,Dù Cho Mai Về Sau,2
user_127,83,Bông Hoa Đẹp Nhất,5
user_38,160,Đâu Ai Dám Hứa,3
user_130,29,Dù Cho Mai Về Sau,2
user_232,136,3107-4,2
user_108,70,Những Lời Hứa Bỏ Quên,3
user_104,97,Em Thích,2
user_194,111,Thu Cuối,4
user_199,76,Tell The Kids I Love Them,1
user_234,93,Khi Mà,1
user_195,12,Tết Này Con Sẽ Về,3
user_210,166,Ừ Có Anh Đây,3
user_45,151,Em Làm Gì Mùa Dịch,3
user_215,119,Váy Cưới,1
user_124,69,Mắt Nice Cha Cha Tune,4
user_46,7,Anh Thương Em Nhất Mà,5
user_14,120,Trước Khi Em Tồn Tại,5
user_281,146,Yêu Người Như Anh,4
user_120,102,Simple Love,4
user_170,119,Váy Cưới,5
user_165,118,Mẹ,4
user_198,119,Váy Cưới,1
user_256,152,Đắm Tình,3
user_225,57,Lạc Vào Trong Mơ,5
user_191,81,Phố Cũ Còn Anh,3
user_121,137,Id 072019,3
user_82,159,Đúng Người Đúng Thời Điểm,2
user_279,69,Mắt Nice Cha Cha Tune,3
user_70,85,Chịu Cách Mình Nói Thua,4
user_146,57,Lạc Vào Trong Mơ,1
user_34,93,Khi Mà,4
user_67,120,Trước Khi Em Tồn Tại,4
user_233,23,Có Ai Hẹn Hò Cùng Em Chưa,1
user_165,19,Chẳng Còn Thời Gian Ấy,1
user_294,83,Bông Hoa Đẹp Nhất,3
user_295,116,Thắc Mắc,1
user_252,117,Ba,2
user_129,57,Lạc Vào Trong Mơ,4
user_168,70,Những Lời Hứa Bỏ Quên,1
user_160,156,Vaicaunoicokhiennguoithaydoi,1
user_176,112,Thêm Bao Nhiêu Lâu,2
user_55,164,Để Anh Một Mình,4
user_17,124,Tình Yêu Ngủ Quên,1
user_282,84,Quá Lâu,2
user_14,133,Va Vào Giai Điệu Này,1
user_41,15,Bỏ Em Vào Balo,3
user_5,23,Có Ai Hẹn Hò Cùng Em Chưa,3
user_186,33,Em Là Hoàng Hôn,4
user_227,146,Yêu Người Như Anh,2
user_57,54,Làm Người Yêu Anh Nhé Baby,1
user_116,7,Anh Thương Em Nhất Mà,2
user_31,113,Thì Thầm Thích Thả Thính,4
user_168,84,Quá Lâu,5
user_60,95,Rượu Tình,4
user_283,126,Tình Cờ Tôi Thích Em,2
user_45,79,Như Anh Mơ,3
user_31,115,Nghe Em,3
user_75,53,Xứng Đôi Cưới Thôi,2
user_155,162,Tình Cờ Yêu Em,3
user_196,72,Ngủ Sớm Đi Em,2
user_100,102,Simple Love,2
user_233,90,Nhắn Nhủ,3
user_291,45,Hẹn Em Kiếp Sau,5
user_282,10,Ba Kể Con Nghe,3
user_183,148,Yêu Đơn Phương Là Gì,3
user_88,108,Thằng Điên,4
user_190,146,Yêu Người Như Anh,1
user_120,140,Biết Iu 1 Người,2
user_205,106,Chúng Ta Của Hiện Tại,4
user_234,26,Người Có Thương,5
user_135,56,Lạ Lùng,3
user_147,95,Rượu Tình,2
user_175,120,Trước Khi Em Tồn Tại,4
user_102,17,Con Trai Cưng,1
user_236,100,Sau Những Lần Đau,5
user_247,54,Làm Người Yêu Anh Nhé Baby,5
user_224,121,Tâm Sự Tuổi 30,4
user_42,159,Đúng Người Đúng Thời Điểm,2
user_292,47,Hẹn Ngày Mai Yêu,1
user_45,31,Em Không Quay Về,4
user_97,122,Tình Ka Ngọt Ngào,2
user_3,146,Yêu Người Như Anh,3
user_40,88,Anh Chỉ Muốn,2
user_252,121,Tâm Sự Tuổi 30,4
user_52,116,Thắc Mắc,3
user_101,98,Iu Là Đây,2
user_296,35,Từ Chối Hiểu X Melody,2
user_51,44,Hông Về Tình Yêu,2
user_40,151,Em Làm Gì Mùa Dịch,2
user_212,13,Bông Hoa Chẳng Thuộc Về Ta,5
user_187,6,Anh Mệt Rồi,1
user_160,138,Shhhhhhh...,3
user_83,114,Thất Tình,4
user_190,120,Trước Khi Em Tồn Tại,3
user_235,75,Cho Ba Mẹ,3
user_179,67,Mùa Luyến Lưu,4
user_14,162,Tình Cờ Yêu Em,2
user_272,125,Tình Ca Tình Ta,2
user_146,38,Không Thể Say,1
user_240,111,Thu Cuối,4
user_123,31,Em Không Quay Về,2
user_245,18,Chuyện Đôi Ta,1
user_253,133,Va Vào Giai Điệu Này,1
user_1,36,Forget Me Now,3
user_294,120,Trước Khi Em Tồn Tại,5
user_70,1,1 Phút,3
user_90,46,Hẹn Em Ở Lần Yêu Thứ 2,3
user_183,19,Chẳng Còn Thời Gian Ấy,3
user_257,141,Wrong Times,1
user_211,7,Anh Thương Em Nhất Mà,4
user_16,165,Độc Thân Không Phải Là Ế,1
user_75,52,Em Của Anh Đừng Của Ai,5
user_43,7,Anh Thương Em Nhất Mà,1
user_246,6,Anh Mệt Rồi,1
user_195,29,Dù Cho Mai Về Sau,5
user_68,68,Mơ,5
user_285,113,Thì Thầm Thích Thả Thính,5
user_138,121,Tâm Sự Tuổi 30,3
user_295,25,Cô Gái M52,3
user_70,5,Anh Biết,1
user_172,8,Anh Vẫn OK,2
user_14,10,Ba Kể Con Nghe,5
user_67,119,Váy Cưới,1
user_61,117,Ba,2
user_258,57,Lạc Vào Trong Mơ,5
user_28,81,Phố Cũ Còn Anh,5
user_248,63,Muốn Nói Với Em,4
user_151,36,Forget Me Now,4
user_75,32,Em Còn Nhớ Anh Không,3
user_194,60,Lỡ Say Bye Là Bye,1
user_246,85,Chịu Cách Mình Nói Thua,3
user_279,13,Bông Hoa Chẳng Thuộc Về Ta,5
user_240,152,Đắm Tình,1
user_66,78,10 Ngàn Năm,5
user_211,119,Váy Cưới,5
user_292,15,Bỏ Em Vào Balo,2
user_48,57,Lạc Vào Trong Mơ,2
user_178,30,Dừng Thương,4
user_292,43,Hãy Nói Đi,1
user_88,138,Shhhhhhh...,3
user_203,103,Suy Nghĩ Trong Anh,3
user_126,75,Cho Ba Mẹ,4
user_146,140,Biết Iu 1 Người,3
user_243,3,Anh Sẽ Đón Em,4
user_260,108,Thằng Điên,1
user_250,71,Nghe Bài Này Đi Em,4
user_123,130,"Tệ Thật, Anh Nhớ Em",2
user_160,166,Ừ Có Anh Đây,2
user_29,5,Anh Biết,4
user_120,46,Hẹn Em Ở Lần Yêu Thứ 2,3
user_255,86,Tay To,4
user_108,79,Như Anh Mơ,3
user_229,8,Anh Vẫn OK,5
user_192,81,Phố Cũ Còn Anh,1
user_36,9,Anh Đã Từ Bỏ Rồi Đấy,5
user_95,56,Lạ Lùng,1
user_164,119,Váy Cưới,4
user_172,132,Internet Love,2
user_171,76,Tell The Kids I Love Them,5
user_147,74,Nếu Biết Đó Là Lần Cuối,3
user_194,27,Một Nhà,4
user_138,6,Anh Mệt Rồi,1
user_18,36,Forget Me Now,5
user_105,131,Từng Quen,4
user_69,66,Miên Man,3
user_195,117,Ba,5
user_277,8,Anh Vẫn OK,4
user_242,158,Ông Bà Anh,4
user_189,157,Ánh Sao Và Bầu Trời,1
user_27,54,Làm Người Yêu Anh Nhé Baby,1
user_60,79,Như Anh Mơ,3
user_232,139,Thích Em Hơi Nhiều,3
user_266,147,Yêu Người Có Ước Mơ,1
user_114,108,Thằng Điên,4
user_201,72,Ngủ Sớm Đi Em,5
user_106,15,Bỏ Em Vào Balo,1
user_117,87,Rồi Một Ngày,5
user_274,84,Quá Lâu,2
user_107,77,Your Smile,3
user_37,6,Anh Mệt Rồi,5
user_134,45,Hẹn Em Kiếp Sau,5
user_93,161,Đêm Trăng Tình Yêu,3
user_40,134,3107,1
user_240,82,Querry,1
user_15,68,Mơ,3
user_146,93,Khi Mà,2
user_115,152,Đắm Tình,4
user_248,97,Em Thích,5
user_286,106,Chúng Ta Của Hiện Tại,4
user_209,24,Cô Gái Này Là Của Ai,3
user_235,10,Ba Kể Con Nghe,4
user_214,3,Anh Sẽ Đón Em,1
user_244,51,Liệu Giờ,1
user_247,138,Shhhhhhh...,3
user_254,123,Tình Đầu,5
user_38,115,Nghe Em,2
user_221,98,Iu Là Đây,4
user_81,138,Shhhhhhh...,5
user_137,120,Trước Khi Em Tồn Tại,1
user_32,31,Em Không Quay Về,2
user_263,85,Chịu Cách Mình Nói Thua,3
user_289,105,Sóng,2
user_47,13,Bông Hoa Chẳng Thuộc Về Ta,5
user_30,160,Đâu Ai Dám Hứa,1
user_182,159,Đúng Người Đúng Thời Điểm,1
user_163,112,Thêm Bao Nhiêu Lâu,3
user_55,103,Suy Nghĩ Trong Anh,2
user_191,31,Em Không Quay Về,1
user_236,38,Không Thể Say,1
user_252,19,Chẳng Còn Thời Gian Ấy,5
user_255,130,"Tệ Thật, Anh Nhớ Em",5
user_92,127,Già Cùng Nhau Là Được,5
user_4,74,Nếu Biết Đó Là Lần Cuối,5
user_91,53,Xứng Đôi Cưới Thôi,3
user_253,76,Tell The Kids I Love Them,5
user_12,104,Ngồi Nhìn Em Khóc,1
user_20,110,Tell Ur Mom II,5
user_126,88,Anh Chỉ Muốn,4
user_220,32,Em Còn Nhớ Anh Không,1
user_174,69,Mắt Nice Cha Cha Tune,1
user_221,96,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,4
user_51,1,1 Phút,5
user_231,157,Ánh Sao Và Bầu Trời,5
user_231,18,Chuyện Đôi Ta,4
user_281,159,Đúng Người Đúng Thời Điểm,1
user_7,139,Thích Em Hơi Nhiều,4
user_226,118,Mẹ,3
user_280,8,Anh Vẫn OK,1
user_256,48,Cứ Chill Thôi,3
user_253,100,Sau Những Lần Đau,4
user_244,67,Mùa Luyến Lưu,3
user_71,5,Anh Biết,2
user_3,161,Đêm Trăng Tình Yêu,5
user_59,45,Hẹn Em Kiếp Sau,1
user_29,119,Váy Cưới,2
user_31,146,Yêu Người Như Anh,3
user_148,147,Yêu Người Có Ước Mơ,2
user_178,25,Cô Gái M52,3
user_57,94,Người Em Cố Đô,5
user_219,8,Anh Vẫn OK,3
